file_name,page_index,row_index,column_index,text,x_min,y_min,x_max,y_max,confidence,ocr_engine,cell_image_path,page_image_path,text_bbox
PG-14373 - Logs-pages-1.pdf,0,9,6,5.00,685,2345,839,2660,0.9999887347221375,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r009_c06.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,"{'x_min': 782, 'y_min': 2632, 'x_max': 835, 'y_max': 2658}"
PG-14373 - Logs-pages-1.pdf,0,9,7,,839,2345,921,2660,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r009_c07.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,9,8,,921,2345,1016,2660,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r009_c08.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,9,9,pale orange brown.,1016,2345,1866,2660,0.9884225130081177,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r009_c09.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,"{'x_min': 1029, 'y_min': 2388, 'x_max': 1248, 'y_max': 2409}"
PG-14373 - Logs-pages-1.pdf,0,9,10,,1866,2345,1963,2660,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r009_c10.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,9,11,,1963,2345,2060,2660,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r009_c11.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,9,12,,2060,2345,2157,2660,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r009_c12.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,9,13,,2157,2345,2254,2660,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r009_c13.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,9,14,,2254,2345,2350,2660,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r009_c14.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,9,15,,2350,2345,2388,2660,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r009_c15.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,10,0,,177,2660,236,2975,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r010_c00.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,10,1,,236,2660,295,2975,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r010_c01.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,10,2,,295,2660,354,2975,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r010_c02.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,10,3,,354,2660,567,2975,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r010_c03.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,10,4,,567,2660,602,2975,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r010_c04.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,10,5,,602,2660,685,2975,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r010_c05.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,10,6,,685,2660,839,2975,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r010_c06.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,10,7,,839,2660,921,2975,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r010_c07.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,10,8,,921,2660,1016,2975,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r010_c08.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,10,9,Hole Terminated at 5.00 m,1016,2660,1866,2975,0.9891377091407776,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r010_c09.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,"{'x_min': 1029, 'y_min': 2670, 'x_max': 1332, 'y_max': 2692}"
PG-14373 - Logs-pages-1.pdf,0,10,10,,1866,2660,1963,2975,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r010_c10.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,10,11,,1963,2660,2060,2975,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r010_c11.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,10,12,,2060,2660,2157,2975,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r010_c12.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,10,13,,2157,2660,2254,2975,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r010_c13.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,10,14,,2254,2660,2350,2975,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r010_c14.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,10,15,,2350,2660,2388,2975,,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r010_c15.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,
PG-14373 - Logs-pages-1.pdf,0,11,0,Remarks Method Water Samples and Tests AS - Auger Z Level (Date) U - Undisturbed Sample RR - Rock Roller D - Disturbed Sample 1. Groundwater not encountered. > Inflow WB- Washbore SPT - Standard Penetration Test B - Bulk Sample Classification Symbols and Support Soil Descriptions C - Casing Based on Unified Soil Classification System,177,2975,2388,3331,0.9764899015426636,paddle,outputs_paddle\cells\PG-14373 - Logs-pages-1_page_000_r011_c00.png,outputs_paddle\pages\PG-14373 - Logs-pages-1_page_000.png,"{'x_min': 209, 'y_min': 2981, 'x_max': 2003, 'y_max': 3322}"
